name,description
Diploma in Electrical and Electronic Technology (Power Option),KSM POLY
Diploma in Entrepreneurship Development,KSM POLY
Diploma in Sales and Marketing,KTTC
Diploma in Accountancy,KTTC
Diploma in Automotive Engineering,KTTC
Diploma in Civil Engineering,KTTC
Diploma in Electrical & Electronic Engineering (Telecommunication Option),KTTC
Diploma in Agriculture,KTTC
Diploma in Project Management,KTTC
Diploma in Supply Chain Management,KTTC
Diploma in Business Management,KTTC
Diploma in Information Communication Technology,KTTC
Diploma in Human Resource Management,KTTC
Diploma in Mechanical Engineering (Production Option),KTTC
Diploma in Co-operative Management,KTTC
Diploma in Electrical & Electronics Engineering (Control & Instrumentation),KTTC
Diploma in Building Construction,KTTC
Diploma in Electrical & Electronics Engineering (Power Option),KTTC
Diploma in Information Studies,KTTC
Diploma in Entrepreneurship,KTTC
Diploma in Environmental Management,KWSTI
Diploma in Tourism and Hospitality Management,KWSTI
Diploma in Fisheries and Aquatic Sciences,KWSTI
Diploma in Wildlife Management,KWSTI
Diploma in Teacher Education (English / Cre),LUGARI TTC
Diploma in Teacher Education (English / History),LUGARI TTC
Diploma in Teacher Education (Kiswahili / History),LUGARI TTC
Diploma in Teacher Education (History / Cre),LUGARI TTC
Diploma in Teacher Education (Mathematics / Business Studies),LUGARI TTC
Diploma in Teacher Education (Kiswahili / Cre),LUGARI TTC
Diploma in Teacher Education (English and Geography),LUGARI TTC
Diploma in Teacher Education (Geography/ History),LUGARI TTC
Diploma in Teacher Education (Maths / Geography),LUGARI TTC
Diploma in Food and Beverage,MAASAI TTI
Diploma in Automotive Engineering,MAASAI TTI
Diploma in Civil Engineering,MAASAI TTI
Diploma in Mechanical Engineering,MAASAI TTI
Diploma in Supliles Chain Management,MAASAI TTI
Diploma in Business Management,MAASAI TTI
Diploma in Information Communication Technology (ICT),MAASAI TTI
Diploma in Community Development,MAASAI TTI
Diploma in Human Resource Management,MAASAI TTI
Diploma in Information Technology,MAASAI TTI
Diploma in Building Technology,MAASAI TTI
Diploma in Secretarial Studies,MAASAI TTI
Diploma in Electrical Engineering (Power),MAASAI TTI
Diploma in Food and Beverage Management,MATHENGE TTI
Diploma in Clothing Technology,MATHENGE TTI
Diploma in Marketing,MATHENGE TTI
Diploma in Automotive Engineering,MATHENGE TTI
Diploma in Business Management,MATHENGE TTI
Diploma in Information Communication Technology,MATHENGE TTI
Diploma in Human Resource Management,MATHENGE TTI
Diploma in Cooperative Management,MATHENGE TTI
Diploma in Building Technology,MATHENGE TTI
Diploma in Social Work & Community Development,MATILI TTI
Diploma in Fashion Design & Garment Making Technology,MATILI TTI
Diploma in Automotive Engineering,MATILI TTI
Diploma in Civil Engineering,MATILI TTI
Diploma in Mechanical Engineering,MATILI TTI
Diploma in Computer Science,MATILI TTI
Diploma in Supply Chain Management,MATILI TTI
Diploma in Business Management,MATILI TTI
Diploma in Business Administration,MATILI TTI
Diploma in Information Communication Technology,MATILI TTI
Diploma in Human Resource Management,MATILI TTI
Diploma in Building Construction,MATILI TTI
Diploma in Electrical Engineering (Power Option),MATILI TTI
Diploma in Social Work & Community Development,MERU TTI
Diploma in Sales & Marketing,MERU TTI
Diploma in Clothing Technology,MERU TTI
Diploma in Accountancy,MERU TTI
Diploma in Marketing,MERU TTI
Diploma in Civil Engineering,MERU TTI
Diploma in Applied Biology,MERU TTI
Diploma in Analytical Chemistry,MERU TTI
Diploma in Agriculture,MERU TTI
Diploma in Supply Chain Management,MERU TTI
Diploma in Business Management,MERU TTI
Diploma in Information Communication Technology,MERU TTI
Diploma in Human Resource Management,MERU TTI
Diploma in Co-operative Management,MERU TTI
Diploma in Building Technology,MERU TTI
Diploma in Secretarial Studies,MERU TTI
Diploma in Mechanical Engineering (Automotive),MERU TTI
Diploma in Electrical & Electronics Engineering (Power),MERU TTI
Diploma in Food and Beverage (Production and Service),MICHUKI TTI
Diploma in Clothing Technology,MICHUKI TTI
Diploma in Accountancy,MICHUKI TTI
Diploma in Automotive Engineering,MICHUKI TTI
Diploma in Supply Chain Management,MICHUKI TTI
Diploma in Business Administration/management,MICHUKI TTI
Diploma Information Communication Technology,MICHUKI TTI
Diploma in Human Resource,MICHUKI TTI
Diploma in Cooperative Management,MICHUKI TTI
Diploma in Secretarial Studies,MICHUKI TTI
Diploma in Electrical Engineering (Power),MICHUKI TTI
Diploma in Social Work & Community Development,MITUNGUU TTI
Diploma in Sales and Marketing,MITUNGUU TTI
Diploma in Accountancy,MITUNGUU TTI
Diploma in Agriculture,MITUNGUU TTI
Diploma in Banking & Finance,MITUNGUU TTI
Diploma in Supliles Chain Management,MITUNGUU TTI
Diploma in Business Management,MITUNGUU TTI
Diploma Information Communication Technology,MITUNGUU TTI
Diploma in Human Resource Management,MITUNGUU TTI
Diploma in Cooperative Management,MITUNGUU TTI
Diploma in Computerized Secretarial Studies,MITUNGUU TTI
Diploma in Electrical & Electronics Engineering (Power Option),MITUNGUU TTI
Diploma in Social Work & Community Development,MOMBASA TTI
Diploma in Sales & Marketing,MOMBASA TTI
Diploma in Clothing Technology,MOMBASA TTI
Diploma in Accountancy,MOMBASA TTI
Diploma in Catering & Accommodation Management,MOMBASA TTI
Diploma in Automotive Engineering,MOMBASA TTI
Diploma in Civil Engineering,MOMBASA TTI
Diploma in Mechanical Engineering,MOMBASA TTI
Diploma in Applied Biology,MOMBASA TTI
Diploma in Environmental Sciences,MOMBASA TTI
Diploma in Analytical Chemistry,MOMBASA TTI
Diploma in Telecommunication Engineering,MOMBASA TTI
Diploma in Food Science Technology,MOMBASA TTI
Diploma in Refraction Technology,MOMBASA TTI
Diploma in Banking & Finance,MOMBASA TTI
Diploma in Supplies and Chain Management,MOMBASA TTI
Diploma in Business Management,MOMBASA TTI
Diploma in Tourism Management,MOMBASA TTI
Diploma in Information Communication Technology,MOMBASA TTI
Diploma in Journalism & Media,MOMBASA TTI
Diploma in Enviromental Health Sciences,MOMBASA TTI
Diploma in Human Resource Management,MOMBASA TTI
Diploma in Pharmaceutical Technology,MOMBASA TTI
Diploma in Building Technology,MOMBASA TTI
Diploma in Medical Laboratory Technology,MOMBASA TTI
Diploma in Optical Technology,MOMBASA TTI
Diploma in Secretarial Studies,MOMBASA TTI
Diploma in Electrical & Electronics Engineering (Power),MOMBASA TTI
Diploma in Opthalmic Technology,MOMBASA TTI
Diploma in Sales & Marketing,MUKIRIA TTI
Diploma in Banking and Finance,MUKIRIA TTI
Diploma in Supply Chain Management,MUKIRIA TTI
Diploma in Business Management,MUKIRIA TTI
Diploma in Information Communication Technology (ICT),MUKIRIA TTI
Diploma in Human Resource Management,MUKIRIA TTI
Diploma in Cooperative Management,MUKIRIA TTI
Diploma in Library and Information Studies,MUKIRIA TTI
Diploma in Secretarial Studies,MUKIRIA TTI
Diploma in Sale and Marketing,MUKURWEINI TTI
Diploma in Civil Engineering,MUKURWEINI TTI
Diploma in Supliles Chain Management,MUKURWEINI TTI
Diploma in Business Management,MUKURWEINI TTI
Diploma in Information Communication Technology,MUKURWEINI TTI
Diploma in Human Resource Management,MUKURWEINI TTI
Diploma in Building Technology,MUKURWEINI TTI
Diploma in Fasion Design and Garment Making Technology,MUSAKASA TTI
Diploma in Building and Civil Engineering,MUSAKASA TTI
Diploma in Business Management,MUSAKASA TTI
Diploma in Information Communication Technology,MUSAKASA TTI
Diploma in Secretarial Studies,MUSAKASA TTI
Diploma in Electrical and Electronics Engineering (Power Option),MUSAKASA TTI
Diploma in Social Work& Community Development,NABUNE TTI
Diploma in Food & Beverage,NABUNE TTI
Diploma in Clothing Technology,NABUNE TTI
Diploma in Accountancy,NABUNE TTI
Diploma in Electrical & Electronics,NABUNE TTI
Diploma in in Supply Chain Management,NABUNE TTI
Diploma in Business Management,NABUNE TTI
Diploma in Information Communication Technology,NABUNE TTI
Diploma in Human Resource Management,NABUNE TTI
Diploma in Secretarial Studies,NABUNE TTI
Diploma in Social Work and Community Development,NAIROBI TTI
Diploma in Sales and Marketing,NAIROBI TTI
Diploma in Food and Beverage Management,NAIROBI TTI
Diploma in Automotive Engineering,NAIROBI TTI
Diploma in Mechanical Engineering (Plant),NAIROBI TTI
Diploma in Applied Biology,NAIROBI TTI
Diploma in Analytical Chemistry,NAIROBI TTI
Diploma in Electrical and Electronics (Telecommunication),NAIROBI TTI
Diploma in Food Science Technology,NAIROBI TTI
Diploma in Supply Chain Management,NAIROBI TTI
Diploma in Business Management,NAIROBI TTI
Diploma in Information Communication Technology,NAIROBI TTI
Diploma in Human Resource Management,NAIROBI TTI
Diploma in Pharmaceutical Technology,NAIROBI TTI
Diploma in Chemical Engineering,NAIROBI TTI
Diploma in Mechanical Engineering (Production),NAIROBI TTI
Diploma in Electrical and Electronics (Instrumentation & Control),NAIROBI TTI
Diploma in Medical Laboratory Technology,NAIROBI TTI
Diploma in Electrical and Electronics Technology (Power),NAIROBI TTI
Diploma in Petroleum Management,NAIROBI TTI
Diploma in Clothing Technology,NEP TTI
Diploma in Accountancy,NEP TTI
Diploma in Automotive Engineering,NEP TTI
Diploma in Computer Science,NEP TTI
Diploma in in Supply Chain Management,NEP TTI
Diploma in Business Management,NEP TTI
Diploma in Business Administration,NEP TTI
Diploma in Information & Communication Technology,NEP TTI
Diploma in Community Development,NEP TTI
Diploma in Human Resource Management,NEP TTI
Diploma in Building Technology,NEP TTI
Diploma in Computerized Secretarial Studies,NEP TTI
Diploma in Electrical & Electronics Technology,NEP TTI
Diploma in Information Studies,NEP TTI
Diploma in Sales and Marketing,NYANDARUA IST
Diploma in Automotive Engineering,NYANDARUA IST
Diploma in Civil Engineering,NYANDARUA IST
Diploma in Elctrical Engineering (Telecommunication),NYANDARUA IST
Diploma in General Agriculture,NYANDARUA IST
Diploma in Supply Chain Management,NYANDARUA IST
Diploma in Business Management,NYANDARUA IST
Diploma in Information Communication Technology,NYANDARUA IST
Diploma in Human Resource Management,NYANDARUA IST
Diplomain Library Information Studies,NYANDARUA IST
Diploma in Building Technology,NYANDARUA IST
Diploma in Secretarial Studies,NYANDARUA IST
Diploma in Elctrical Engineering (Power),NYANDARUA IST
Diploma in Social Work & Community Development,NYERI TTI 
Diploma in Sale and Marketing,NYERI TTI 
Diploma in Food and Beverage Management,NYERI TTI 
Diploma in Fashion Design & Clothing Technology,NYERI TTI 
Diploma in Accountancy,NYERI TTI 
Diploma in Electrical & Electronics Engineering,NYERI TTI 
Diploma in Catering and Accommodation Management,NYERI TTI 
Diploma in Automotive Engineering,NYERI TTI 
Diploma in Civil Engineering,NYERI TTI 
Diploma in Applied Biology,NYERI TTI 
Diploma in Environmental Management,NYERI TTI 
Diploma in Analytical Chemistry,NYERI TTI 
Diploma in Food Technology,NYERI TTI 
Diploma in Supplies Chain Management,NYERI TTI 
Diploma in Tourism Management,NYERI TTI 
Diploma in Information Communication Technology,NYERI TTI 
Diploma in Human Resource Management,NYERI TTI 
Diploma in Pharmaceutical Technology,NYERI TTI 
Diploma in Mechanical Engineering (Production),NYERI TTI 
Diploma in Co-operative Management,NYERI TTI 
Diploma in Library & Information Studies,NYERI TTI 
Diploma in Building Technology,NYERI TTI 
Diploma in Secretarial Studies,NYERI TTI 
Diploma in Social Work and Development,OL'LESSOS TTI 
"Diploma in Food & Beverage Production,sales & Service Management",OL'LESSOS TTI 
Diploma in Accountancy,OL'LESSOS TTI 
Diploma in Marketing,OL'LESSOS TTI 
Diploma in Automotive Engineering,OL'LESSOS TTI 
Diploma in Quantity Surveying,OL'LESSOS TTI 
Diploma in Civil Engineering,OL'LESSOS TTI 
Diploma in Mechanical Engineering (Plant),OL'LESSOS TTI 
Diploma in Applied Biology,OL'LESSOS TTI 
Diploma in Analytical Chemistry,OL'LESSOS TTI 
Diploma in Supply Chain Management,OL'LESSOS TTI 
Diploma in Information Communication Technology,OL'LESSOS TTI 
Diploma in Applied Statistics,OL'LESSOS TTI 
Diploma in Human Resource Management,OL'LESSOS TTI 
Diploma in Dietetic Management,OL'LESSOS TTI 
Diploma in Medical Engineering,OL'LESSOS TTI 
Diploma in Chemical Engineering,OL'LESSOS TTI 
Diploma in Land Surveying,OL'LESSOS TTI 
Diploma in Co-operative Management,OL'LESSOS TTI 
Diploma in Building Technology,OL'LESSOS TTI 
Diploma in Medical Laboratory Technology,OL'LESSOS TTI 
Diploma in Secretarial Studies,OL'LESSOS TTI 
Diploma in Electrical Engineering (Power),OL'LESSOS TTI 
Diploma in Information Studies,OL'LESSOS TTI 
Diploma in Sales and Marketing,PCKINYANJUI TTI
"Diploma in Food and Beverage,production and Service",PCKINYANJUI TTI
Diploma in Civil Engineering,PCKINYANJUI TTI
Diploma in Applied Biology,PCKINYANJUI TTI
Diploma in Analytical Chemistry,PCKINYANJUI TTI
Diploma in Electrical & Electronics Engineering (Telecommunication),PCKINYANJUI TTI
Diploma in Food Technology,PCKINYANJUI TTI
Diploma in Business Management,PCKINYANJUI TTI
Diploma in Information Communication Technology,PCKINYANJUI TTI
Diploma in Human Resource Management,PCKINYANJUI TTI
Diploma in Mechanical Engineering (Production),PCKINYANJUI TTI
Diploma in Cooperative Management,PCKINYANJUI TTI
Diploma in Building Technology,PCKINYANJUI TTI
Diploma in Mechanical Engineering (Automotive),PCKINYANJUI TTI
Diploma in Electrical & Electronics Engineering (Power),PCKINYANJUI TTI
Diploma in Social Work & Community Development,RIAT
Diploma in Sales & Marketing,RIAT
Diploma in Food & Beverage Management,RIAT
Diploma in Fashion Design and Clothing,RIAT
Diploma in Automotive Engineering,RIAT
Diploma in Quantity Surveying,RIAT
Diploma in Supply Chain Management,RIAT
Diploma in Business Management,RIAT
Diploma in Information Communication Technology (ICT),RIAT
Diploma in Human Resource Management,RIAT
Diploma in Land Surveying,RIAT
Diploma in Building,RIAT
Diploma in Secretarial Studies,RIAT
Diploma in Electrical/electronic Engineering (Power),RIAT
Diploma in Entrepreneurship Development,RIAT
Diploma in Social Work and Community Development,RIFT VALLEY TTI
Diploma in Food and Beverage Production and Service Management,RIFT VALLEY TTI
Diploma in Accountancy,RIFT VALLEY TTI
Diploma in Automotive Engineering,RIFT VALLEY TTI
Diploma in Architecture,RIFT VALLEY TTI
Diploma in Civil Engineering,RIFT VALLEY TTI
Diploma in Mechanical Engineering (Plant),RIFT VALLEY TTI
Diploma in Applied Biology,RIFT VALLEY TTI
Diploma in Analytical Chemistry,RIFT VALLEY TTI
Diploma in Agriculture,RIFT VALLEY TTI
Diploma in Supply Chain Management,RIFT VALLEY TTI
Diploma in Information Science,RIFT VALLEY TTI
Diploma in Business Management,RIFT VALLEY TTI
Diploma in Information Communication Technology,RIFT VALLEY TTI
Diploma in Human Resource Management,RIFT VALLEY TTI
Diploma in Dietetic Management,RIFT VALLEY TTI
Diploma in Agricultural Engineering,RIFT VALLEY TTI
Diploma in Chemical Engineering,RIFT VALLEY TTI
Diploma in Mechanical Engineering (Production),RIFT VALLEY TTI
Diploma in Electrical and Electronics Engineering (Instrumentation),RIFT VALLEY TTI
Diploma in Computer Studies,RIFT VALLEY TTI
Diploma in Building Construction Technology,RIFT VALLEY TTI
Diploma in Electrical and Electronics (Power),RIFT VALLEY TTI
Diploma in Petroleum and Geoscience,RIFT VALLEY TTI
Diploma in Social Work & Community Development,RIAT
Diploma in Sales & Marketing,RIAT
Diploma in Food & Beverage Management,RIAT
Diploma in Fashion Design and Clothing,RIAT
Diploma in Automotive Engineering,RIAT
Diploma in Quantity Surveying,RIAT
Diploma in Supply Chain Management,RIAT
Diploma in Business Management,RIAT
Diploma in Information Communication Technology (ICT),RIAT
Diploma in Human Resource Management,RIAT
Diploma in Land Surveying,RIAT
Diploma in Building,RIAT
Diploma in Secretarial Studies,RIAT
Diploma in Electrical/electronic Engineering (Power),RIAT
Diploma in Entrepreneurship Development,RIAT
Diploma in Social Work and Community Development,RIFT VALLEY TTI
Diploma in Food and Beverage Production and Service Management,RIFT VALLEY TTI
Diploma in Accountancy,RIFT VALLEY TTI
Diploma in Automotive Engineering,RIFT VALLEY TTI
Diploma in Architecture,RIFT VALLEY TTI
Diploma in Civil Engineering,RIFT VALLEY TTI
Diploma in Mechanical Engineering (Plant),RIFT VALLEY TTI
Diploma in Applied Biology,RIFT VALLEY TTI
Diploma in Analytical Chemistry,RIFT VALLEY TTI
Diploma in Agriculture,RIFT VALLEY TTI
Diploma in Supply Chain Management,RIFT VALLEY TTI
Diploma in Information Science,RIFT VALLEY TTI
Diploma in Business Management,RIFT VALLEY TTI
Diploma in Information Communication Technology,RIFT VALLEY TTI
Diploma in Human Resource Management,RIFT VALLEY TTI
Diploma in Dietetic Management,RIFT VALLEY TTI
Diploma in Agricultural Engineering,RIFT VALLEY TTI
Diploma in Chemical Engineering,RIFT VALLEY TTI
Diploma in Mechanical Engineering (Production),RIFT VALLEY TTI
Diploma in Electrical and Electronics Engineering (Instrumentation),RIFT VALLEY TTI
Diploma in Computer Studies,RIFT VALLEY TTI
Diploma in Building Construction Technology,RIFT VALLEY TTI
Diploma in Electrical and Electronics (Power),RIFT VALLEY TTI
Diploma in Petroleum and Geoscience,RIFT VALLEY TTI
Diploma in Social Work & Community Development,RTI
Diploma in Food & Beverage Production & Sales Services,RTI
Diploma in Accountancy,RTI
Diploma in Quantity Surveying,RTI
Diploma in Civil Engineering,RTI
Diploma in Mechanical Engineering (Plant),RTI
Diploma in Electrical & Electronic Engineering (Telecommunications),RTI
Diploma in Road Transport Management,RTI
Diploma in Mechatronics,RTI
Diploma in Supply Chain Management,RTI
Diploma in Business Management,RTI
Diploma in Tourism Management,RTI
Diploma in Information Communication Technology,RTI
Diploma in Human Resource Management,RTI
Diploma in Co-operative Management,RTI
"Diploma in Travel,tourism & Hospitality",RTI
Diploma in Building Construction Technology,RTI
Diploma in Mechanical Engineering (Automotive),RTI
Diploma in Electrical & Electronic Engineering (Power),RTI
Diploma in Refrigeration & Air Conditioning,RTI
Diploma in Water Technology (Water Supply Option),RVIST
Diploma in Applied Biology,RVIST
Diploma in Analytical Chemistry,RVIST
Diploma in Civil Engineering,RVIST
Diploma in Electrical & Electronic Engineering (Power Option),RVIST
Diploma in Mechanical Engineering (Production),RVIST
Diploma in Agricultural Engineering,RVIST
Diploma in Agriculture,RVIST
Diploma in Business Management,RVIST
Diploma in Information Communication Technology (ICT),RVIST
Diploma in Building Technology,RVIST
Diploma in Human Resource Management,RVIST
Diploma in Nutrition & Dietetic Management,RVIST
Diploma in Fashion Design & Clothing,RVIST
Diploma in Library & Information Studies,RVIST
Diploma in Supply Chain Management,RVIST
Diploma in Medical Laboratory Technology,RVIST
Diploma in Co-operative Management,RVIST
Diploma in Banking and Finance,RVIST
Diploma in Social Work & Community Development,RVIST
Diploma in Computer Studies,RVIST
Diploma in Sales and Marketing,RVIST
"Diploma in Food and Beverages Production, Sales & Service Management.",RVIST
Diploma in Pharmaceutical Technology,RVIST
Diploma in Accountancy,RVIST
Diploma in Automotive Engineering,RVIST
Diploma in Electrical & Electronic Engineering (Telecommunication Option),RVIST
Diploma in Road Transport Management,RVIST
Diploma in Medical Engineering,RVIST
Diploma in Secretarial Studies,RVIST
Diploma in Petroleum and Geoscience,RVIST
"Diploma in Food & Beverages Production,sales &service Mgt.",RWIKA TI
Diploma in Fashion Design & Clothing,RWIKA TI
Diploma in Automotive Engineering,RWIKA TI
Diploma in Civil Engineering,RWIKA TI
Diploma in Electrical Electronics (Telecommunication),RWIKA TI
Diploma in General Agriculture,RWIKA TI
Diploma in Supply Chain Management,RWIKA TI
Diploma in Business Management,RWIKA TI
Diploma in Information Communication Technology,RWIKA TI
Diploma in Human Resource Management,RWIKA TI
Diploma in Electrical Electronics (Instrumentation),RWIKA TI
Diploma in Building Technology,RWIKA TI
Diploma in Secretarial Studies,RWIKA TI
Diploma in Electrical Electronics (Power),RWIKA TI
Diploma in Social Work & Community Development,SHAMBERERE TTI
Diploma in Food & Beverage Management,SHAMBERERE TTI
Diploma in Fashion Design & Garment Making,SHAMBERERE TTI
Diploma in Mechanical Engineering,SHAMBERERE TTI
Diploma in Business Management,SHAMBERERE TTI
Diploma in Tourism Management,SHAMBERERE TTI
Diploma in Information Communication Technology,SHAMBERERE TTI
Diploma in Human Resource Management,SHAMBERERE TTI
Diploma in Co-operative Management,SHAMBERERE TTI
"Diploma in Travel,tourism & Hospitality",SHAMBERERE TTI
Diploma in Building Construction Technology,SHAMBERERE TTI
Diploma in Mechanical Engineering (Automotive),SHAMBERERE TTI
Diploma in Electrical & Electronic Engineering (Power),SHAMBERERE TTI
Diploma in Refrigeration & Air Conditioning,SHAMBERERE TTI
Diploma in Building and Civil Engineering,SIAYA
Diploma in Electrical & Electronic Engineering (Telecommunication Option),SIAYA
Diploma in Supply Chain Management,SIAYA
Diploma in Information Communication Technology (ICT),SIAYA
Diploma in Human Resource Management,SIAYA
Diploma in Electrical and Electronics (Power Option),SIAYA
Diploma in Electrical & Electronics Technology (Power),SIAYA
Diploma in Early Childhood Development,SIAYA
Diploma in Social Work & Community Development,SIGALAGAL TTI
Diploma in Sales and Marketing,SIGALAGAL TTI
Diploma in Food and Beverage,SIGALAGAL TTI
Diploma in Accountancy,SIGALAGAL TTI
Diploma in Electrical and Electronics,SIGALAGAL TTI
Diploma in Automotive Engineering,SIGALAGAL TTI
Diploma in Quantity Surveying,SIGALAGAL TTI
Diploma in Civil Engineering,SIGALAGAL TTI
Diploma in Mechanical Engineering,SIGALAGAL TTI
Diploma in Analytical Chemistry,SIGALAGAL TTI
Diploma in Banking,SIGALAGAL TTI
Diploma in Supply Chain Management,SIGALAGAL TTI
Diploma in Supplies Management,SIGALAGAL TTI
Diploma in Business Management,SIGALAGAL TTI
Diploma in Information Communication Technology,SIGALAGAL TTI
Diploma in Human Resource,SIGALAGAL TTI
Diploma in Land Surveying,SIGALAGAL TTI
Diploma in Co-operative Management,SIGALAGAL TTI
Diploma in Electrical and Electronic (Control),SIGALAGAL TTI
Diploma in Information Technology,SIGALAGAL TTI
Diploma in Building Technology,SIGALAGAL TTI
Diploma in Secretarial Studies,SIGALAGAL TTI
Diploma in Electrical & Electronics (Power),SIGALAGAL TTI
Diploma in Information Studies,SIGALAGAL TTI
Diploma in Entrepreneurial Agriculture,SIGALAGAL TTI
Diploma in Social Work & Community Development,SIST
Diploma in Sales and Marketing,SIST
Diploma in Food & Beverage,SIST
Diploma in Fashion Design & Garment Making,SIST
Diploma in Accountancy,SIST
Diploma in Quantity Surveying,SIST
Diploma in Civil Engineering,SIST
Diploma in Applied Biology,SIST
Diploma in Analytical Chemistry,SIST
Diploma in Computer Science,SIST
Diploma in Agriculture,SIST
Diploma in Supply Chain Management,SIST
Diploma in Business Administration/management,SIST
Diploma in Human Resource Management,SIST
Diploma in Agricultural Engineering,SIST
Diploma in Land Surveying,SIST
Diploma in Cooperative Management,SIST
Diploma in General Agriculture,SIST
Diploma in Supplies Chain Management,SIST
Diploma in Business Management,SIST
Diploma in Information Communication Technology,SIST
Diploma in Human Resource Management,SIST
Diploma in Information Technology,SIST
Diploma in Building & Construction,SIST
Diploma in Electrical & Electronics (Power),SIST
Diploma in Information Studies,SIST
Diploma in Fashion Design and Garment Making,ST.JOSEPH TI
Diploma in Information Communication Technology,ST.JOSEPH TI
Diploma in Mechanical Engineering (Production Option),ST.JOSEPH TI
Diploma in Building Technology,ST.JOSEPH TI
Diploma in Mechanical Engineering (Automotive Option),ST.JOSEPH TI
Diploma in Electrical and Electronics (Power Option),ST.JOSEPH TI
Diploma in Automotive Engineering,TDC
Diploma in Supply Chain Management,TDC
Diploma in Business Management,TDC
Diploma in Information Communication Technology,TDC
Diploma in Mechanical Engineering (Production),TDC
Diploma in Electrical Engineering (Power),TDC
Diploma in Community Development and Social Work,THIKA TTI
Diploma in Sales and Marketing,THIKA TTI
Diploma in Automotive Engineering,THIKA TTI
Diploma in Architecture,THIKA TTI
Diploma in Quantity Surveying,THIKA TTI
Diploma in Civil Engineering,THIKA TTI
Diploma in Mechanical Engineering (Plant),THIKA TTI
Diploma in Applied Biology,THIKA TTI
Diploma in Analytical Chemistry,THIKA TTI
Diploma in Electrical/ Electronics Technology (Telecommunication),THIKA TTI
Diploma in General Agriculture,THIKA TTI
Diploma in Project Management,THIKA TTI
Diploma in Supplies Chain Management,THIKA TTI
Diploma in Business Management,THIKA TTI
Diploma in Information Communication Technology,THIKA TTI
Diploma in Human Resource Management,THIKA TTI
Diploma in Pharmaceutical Technology,THIKA TTI
Diploma in Mechanical Engineering (Production),THIKA TTI
Diploma in Building Construction,THIKA TTI
Diploma in Electrical & Electronics Technology (Power),THIKA TTI
Diploma in Information Studies,THIKA TTI
Diploma in Social Work & Community Development,TOMBOYA LC
Diploma in Sales and Marketing,TOMBOYA LC
"Diploma in Food & Beverage Prod,sales & Services Management",TOMBOYA LC
Diploma in Project Management,TOMBOYA LC
Diploma in Banking & Finance,TOMBOYA LC
Diploma in Supply Chain Management,TOMBOYA LC
Diploma in Business Management,TOMBOYA LC
Diploma in Information Communication Technology (ICT),TOMBOYA LC
Diploma in Human Resource Management,TOMBOYA LC
Diploma in Sales and Marketing,WOTE TTI
Diploma in Food and Beverages,WOTE TTI
Diploma in Automotive Engineering,WOTE TTI
Diploma in Quantity Surveying,WOTE TTI
Diploma in Library & Information Studies,WOTE TTI
Diploma in Computer Studies,WOTE TTI
Diploma in Information Technology,WOTE TTI
Diploma in Building Technology,WOTE TTI
Diploma in Entrepreneurial Agriculture,WOTE TTI
